npc_name,ge_page_title,join_pass,client_display_name,actor_id_count,actor_ids,actor_id_prefixes,race,clan,gender,occupation,affiliation,zones,map_coords
Wracwulf,Wracwulf,exact,wracwulf,1,1001441,10,Hyur,Highlander,Male,,Ul'dah,Ul'dah,7-4
Wulfthryth,Wulfthryth,exact,wulfthryth,1,1600028,16,Hyur,Midlander,Female,Merchant,Gridania,Gridania,8-3
Wunthyml,Wunthyml,exact,wunthyml,1,1600103,16,Roegadyn,Sea Wolves,Male,Merchant,Ul'dah,Southern Thanalan,43-40
Wybir,Wybir,exact,wybir,1,1000556,10,Hyur,Midlanders,Female,,Gridania,South Shroud,44-47
Wymar,Wymar,exact,wymar,1,1000617,10,Hyur,Highlander,Male,Quartermaster,,Upper La Noscea,22-7
Wyra Khamazom,Wyra Khamazom,exact,wyra khamazom,1,1000192,10,Miqo'te,Keepers of the Moon,Female,,Limsa Lominsa,Limsa Lominsa,4-7
Wyrstmann,Wyrstmann,exact,wyrstmann,1,1000252,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,6-3
Wysskoen,Wysskoen,exact,wysskoen,1,1001826,10,Roegadyn,Sea Wolves,Male,Event NPC,,Ul'dah,5-3
Wysslorh,Wysslorh,exact,wysslorh,1,1600056,16,Roegadyn,Sea Wolf,Male,Merchant,Ul'dah,Ul'dah,6-4
Wyznguld,Wyznguld,exact,wyznguld,1,1001418,10,Roegadyn,,Male,,Ul'dah,Ul'dah,7-6
X'bhowaqi,X'bhowaqi,exact,x'bhowaqi,1,1001613,10,Miqo'te,Seekers of the Sun,Female,Tanner,Gridania,South Shroud,35-43
X'dhilogo,X'dhilogo,exact,x'dhilogo,1,1001466,10,Miqo'te,,Female,,Ul'dah,Ul'dah,5-5
Xau Nbolo,Xau Nbolo,exact,xau nbolo,1,1000641,10,Miqo'te,Keepers of the Moon,Female,,Ul'dah,Ul'dah,5-6
Xavalien,Xavalien,exact,xavalien,1,1000181,10,Elezen,Wildwood Elezen,Male,,Limsa Lominsa,Limsa Lominsa,6-6
Y'alabali,Y'alabali,exact,y'alabali,1,1001305,10,Miqo'te,Seekers of the Sun,Female,Yellowjacket,Limsa Lominsa,Western La Noscea,12-23
Y'shtola,Y'shtola,exact,y'shtola,1,1000001,10,Miqo'te,Seekers of the Sun,Female,Conjurer,,Limsa Lominsa,5-7
Yayake,Yayake,exact,yayake,1,1000846,10,Lalafell,,Female,,Ul'dah,Ul'dah,4-5
Yayamo,Yayamo,exact,yayamo,1,1500071,15,Lalafell,,Female,Gatewarden,Gridania,West Shroud,32-15
Yayatoki,Yayatoki,exact,yayatoki,1,1500129,15,Lalafell,,Female,,Ul'dah,Ul'dah,7-4
Yayatu,Yayatu,exact,yayatu,1,1001581,10,Lalafell,,Male,,,Central Shroud,33-37
Yda,Yda,exact,yda,4,1000009 1001696 1002000 1002069,10,Hyur,Midlander,Female,,,Gridania,6-3
Yhah Amariyo,Yhah Amariyo,exact,yhah amariyo,1,1000786,10,Miqo'te,Keepers of the Moon,Female,,Ul'dah,Ul'dah,4-6
Ylessa,Ylessa,exact,ylessa,1,1001470,10,Hyur,Midlander,Female,Wood Wailer,Gridania,Gridania,6-1
Yloise,Yloise,exact,yloise,1,1500242,15,Elvaan,,Female,,,Northern Thanalan,25-13
Yolaine,Yolaine,exact,yolaine,1,1600036,16,Elezen,Duskwight Elezen,Female,Merchant,Gridania,Gridania,6-4
Yoyobina,Yoyobina,exact,yoyobina,2,1000927 1001076,10,Lalafell,Dunesfolk,Male,,Ul'dah,Ul'dah,5-5
Yujaja,Yujaja,exact,yujaja,1,1600101,16,,,,Merchant,Gridania,East Shroud,50-32
Yuyubaya,Yuyubaya (1.x),exact,yuyubaya,2,1500310 1500415,15,Lalafell,,Female,Mercantile House Representative,Limsa Lominsa,Lominsan Mercantile House,1-1
Yuyubesu,Yuyubesu,exact,yuyubesu,1,1001166,10,Lalafell,Plainsfolk,Male,Miner,Ul'dah,Ul'dah,6-6
Yuyuhase,Yuyuhase (1.x),exact,yuyuhase,1,1001428,10,Lalafell,,Male,,Ul'dah,Ul'dah,5-3
Yvane,Yvane,exact,yvane,1,1001791,10,Hyur,Midlander,Female,Event NPC,Ul'dah,Ul'dah,5-3
Yvelont,Yvelont,exact,yvelont,1,1001639,10,Elezen,Wildwood Elezen,Male,,Ishgard,Coerthas Central Highlands,36-15
Z'onggo,Z'onggo,exact,z'onggo,1,1000057,10,Miqo'te,Seekers of the Sun,Female,,Limsa Lominsa,Limsa Lominsa,6-7
Z'pahtalo,Z'pahtalo,exact,z'pahtalo,1,1000570,10,Miqo'te,,Female,,Gridania,Gridania,8-2
Z'ranmaia,Z'ranmaia,exact,z'ranmaia,1,1600012,16,Miqo'te,Seekers of the Sun,Female,Merchant,Limsa Lominsa,Limsa Lominsa,7-3
Z'ssapa,Z'ssapa,exact,z'ssapa,2,1000887 1001217,10,Miqo'te,Seekers of the Sun,Female,Miner,Ul'dah,Central Thanalan,27-20
Zabinie,Zabinie,exact,zabinie,1,1000616,10,Elezen,,Female,Quartermaster,,Western La Noscea,6-16
Zaeshanth,Zaeshanth,exact,zaeshanth,1,1500220,15,Roegadyn,Sea Wolves,Male,Chocobo Caravan Leader,Gridania,South Shroud,40-49
Zaesoeya,Zaesoeya,exact,zaesoeya,1,1600037,16,Roegadyn,Hellsguard,Male,Merchant,Gridania,Gridania,6-4
Zagylhaemr,Zagylhaemr,exact,zagylhaemr,1,1600100,16,Roegadyn,Sea Wolf,Male,Merchant,,Gridania,6-8
Zagylswerd,Zagylswerd,exact,zagylswerd,1,1600057,16,Roegadyn,Sea Wolves,Male,Merchant,Ul'dah,Ul'dah,4-5
Zanthael,Zanthael,exact,zanthael,1,1000351,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,4-7
Zawawa,Zawawa,exact,zawawa,1,1500419,15,Lalafell,,Female,Merchant,Ul'dah,Ul'dahn Mercantile House,1-1
Zehkrepf,Zehkrepf,exact,zehkrepf,1,1600099,16,,,,Merchant,Gridania,East Shroud,47-29
Zehrymm,Zehrymm,exact,zehrymm,1,1000225,10,Roegadyn,Sea Wolves,Male,,,Limsa Lominsa,7-5
Zelia,Zelia,exact,zelia,1,1600027,16,Elezen,Duskwight Elezen,Female,Merchant,Gridania,Gridania,4-7
Zerig,Zerig,exact,zerig,1,1000510,10,Hyur,Midlander,Male,,Gridania,Gridania,2-1
Zezeragi,Zezeragi,exact,zezeragi,1,1600098,16,Lalafell,Dunesfolk,Male,Merchant,Ishgard,Mor Dhona,17-20
Ziggy,Ziggy,exact,ziggy,2,1001587 1001999,10,,,,Event NPC,,Ul'dah,5-3
Zilili,Zilili,exact,zilili,1,1001315,10,Lalafell,Plainsfolk,Female,,Ul'dah,Eastern Thanalan,19-37
Zirnbyrt,Zirnbyrt,exact,zirnbyrt,1,1001146,10,Roegadyn,,Male,,Ul'dah,Eastern Thanalan,45-35
Ziuz Amariyo,Ziuz Amariyo,exact,ziuz amariyo,1,1001994,10,Miqo'te,Keepers of the Moon,Female,,,"Gridania, Ul'dah, Limsa Lominsa","6-5, 6-3, 7-4"
Zoengterbin,Zoengterbin,exact,zoengterbin,1,1000784,10,Roegadyn,Sea Wolves,Male,,Ul'dah,Ul'dah,6-4
Zoxio,Zoxio,exact,zoxio,1,1001086,10,Sylph,,,,,Merchants Ward,
Zuzudesu,Zuzudesu,exact,zuzudesu,1,1600005,16,Lalafell,Plainsfolk,Male,Merchant,Limsa Lominsa,Limsa Lominsa,6-5
Zuzule,Zuzule,exact,zuzule,1,1000469,10,Lalafell,,Female,,,Limsa Lominsa,6-2
Zuzupoja,Zuzupoja,exact,zuzupoja,1,1000701,10,Lalafell,Dunesfolk,Male,,Gridania,Gridania,6-5
Zwyntyl,Zwyntyl,exact,zwyntyl,1,1500428,15,Roegadyn,,Male,Repair Merchant,Ul'dah,Ul'dahn Mercantile House,1-1
