ge_page_title,ge_revision_id,ge_revision_timestamp,removed_before_arr,item_name,item_category,patch_introduced,required_level,optimal_level,required_rank,suits_classes,fits_races,favors_classes,requires_classes,gender_restriction,wear_durability_points,base_material,base_item,dye_colors,defense,magic_defense,damage,delay_seconds,number_of_attacks,recast_seconds,duration_seconds,blunt_attack_pct,piercing_attack_pct,slashing_attack_pct,projectile_attack_pct,evasion_bonus,magic_evasion_bonus,accuracy_bonus,magic_accuracy_bonus,attack_magic_potency_bonus,healing_magic_potency_bonus,enhancement_magic_potency_bonus,enfeebling_magic_potency_bonus,strength_bonus,vitality_bonus,dexterity_bonus,intelligence_bonus,mind_bonus,piety_bonus,hp_bonus,mp_bonus,craftsmanship_bonus,magic_craftsmanship_bonus,gathering_bonus,perception_bonus,output_bonus,has_attributes,materia_effect,meld_slots,meldable,convertible,materia_catalyst,recipe_templates_raw,stack_max,unique,untradeable,resale_price_gil,repair_class,repair_level,hq_effect,hq_bonus_attribute,description,source
Eft Steak,97694,2012-07-05T19:25:01Z,0,Eft Steak,Meat Dish,1.21,,,,,,,,,,,,,,,,,,5,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Eft Steak |Primary Skill = Cooking |Primary Skill Level = 53 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Crystal 1 = Fire Crystal |Crystal 1 Amount = 2 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Eft Tail, Black Pepper, Garlean Garlic, Sour Red, Cider Vinegar, Laurel, Table Salt |Main Hand NQ = Eft Steak x2 |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Eft Steak x2 |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,172,,,,,A thick slab of gristly eft meat charred to an abyssal black.,ge-item-pages
Eft Tail,453857,2012-03-19T21:16:31Z,0,Eft Tail,Meat,,,,,,,,,,,,,,,,,,,5,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,221,,,,,Sinewy meat taken from the tail of an eft.,ge-item-pages
Egret Dolabra,132061,2012-05-19T17:52:35Z,0,Cobalt Dolabra,Miner's Primary Tool,,48,,,,,,MIN,,97600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,"{{Recipe |Name = Cobalt Dolabra |Primary Skill = Blacksmithing |Primary Skill Level = 52 |Crystal 1 = Fire Crystal |Crystal 1 Amount = 1 |Crystal 2 = Earth Shard |Crystal 2 Amount = 3 |Ingredients = Cobalt Ingot, Oak Lumber, Boar Leather, Cobalt Plate |Main Hand NQ = Cobalt Dolabra |Main Hand HQ+1 = Cobalt Dolabra +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Cobalt Dolabra |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,4998,Blacksmith,,,,,ge-item-pages
Electrum Buckle,485596,2011-10-07T02:05:41Z,1,Electrum Buckle,Clasp,,,,,All Classes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Electrum Buckle |Primary Skill = Armorcraft |Primary Skill Level = 40 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = |Crystal 1 Amount = |Crystal 2 = |Crystal 2 Amount = |Ingredients = Electrum Nugget, Electrum Square, Electrum Square |Main Hand NQ = Electrum Buckle x12 |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,,,,,,A buckle made of electrum. Often used in the making of belts.,ge-item-pages
Electrum Choker,197986,2012-07-20T21:34:06Z,0,Electrum Choker,Necklace,1.21,49,,,All Classes,,,,,6900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,No,Yes,,"{{Recipe |Name = Electrum Choker |Primary Skill = Goldsmithing |Primary Skill Level = 53 |Crystal 1 = Wind Shard |Crystal 1 Amount = 7 |Crystal 2 = Fire Shard |Crystal 2 Amount = 6 |Ingredients = Electrum Ingot, Boar Leather |Main Hand NQ = Electrum Choker |Main Hand HQ+1 = Electrum Choker +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Electrum Choker |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,3400,Goldsmith,,,Craftsmanship,,ge-item-pages
Electrum Earrings,72062,2012-07-20T21:34:22Z,0,Electrum Earrings,Earrings,1.21,47,,,All Classes,,,,,7590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,No,Yes,,{{Recipe |Name = Electrum Earrings |Primary Skill = Goldsmithing |Primary Skill Level = 51 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Simple Facilities = |Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 6 |Crystal 2 = Fire Shard |Crystal 2 Amount = 6 |Ingredients = Electrum Ingot |Main Hand NQ = Electrum Earrings |Main Hand HQ+1 = Electrum Earrings +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Electrum Earrings |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }},,,,3744,Goldsmith,,,Perception,,ge-item-pages
Electrum Gorget,79072,2012-07-20T21:34:24Z,0,Electrum Gorget,Necklace,1.21,46,,,All Classes,,,,,7590,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,"{{Recipe |Name = Electrum Gorget |Primary Skill = Goldsmithing |Primary Skill Level = 50 |Crystal 1 = Wind Shard |Crystal 1 Amount = 6 |Crystal 2 = Fire Shard |Crystal 2 Amount = 6 |Ingredients = Electrum Ingot, Boar Leather |Main Hand NQ = Electrum Gorget |Main Hand HQ+1 = Electrum Gorget +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Electrum Gorget |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,3196,Goldsmith,,,Attack Power,,ge-item-pages
Electrum Head Knife,281376,2012-05-16T19:22:30Z,0,Electrum Head Knife,Leatherworker's Primary Tool,,48,,,,,,LTW,,97600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,,"{{Recipe |Name = Electrum Head Knife |Primary Skill = Goldsmithing |Primary Skill Level = 52 |Crystal 1 = Fire Shard |Crystal 1 Amount = 5 |Crystal 2 = Wind Shard |Crystal 2 Amount = 7 |Ingredients = Electrum Ingot, Mahogany Lumber, Basilisk Whetstone |Main Hand NQ = Electrum Head Knife |Main Hand HQ+1 = Electrum Head Knife +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Electrum Head Knife |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,4802,Goldsmith,,,,,ge-item-pages
Electrum Ingot,57578,2012-06-22T01:53:06Z,0,Electrum Ingot,Unrefined Metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Electrum Ingot | Primary Skill = Goldsmithing | Primary Skill Level = 40 |Crystal 1 = Fire Shard |Crystal 1 Amount = 4 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Electrum Ore, Electrum Ore, Electrum Ore |Main Hand NQ = Electrum Ingot x1 |Main Hand HQ+1 = Electrum Ingot +1 x1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Electrum Ingot x1 |Off Hand HQ+1 = Electrum Ingot x2 |Off Hand HQ+2 = |Off Hand HQ+3 = }} {{Recipe | Name = Electrum Ingot | Primary Skill = Goldsmithing | Primary Skill Level = 40 |Crystal 1 = Fire Shard |Crystal 1 Amount = 12 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Electrum Ore, Electrum Ore, Electrum Ore, Electrum Ore, Electrum Ore, Electrum Ore, Electrum Ore, Electrum Ore |Main Hand NQ = Electrum Ingot x3 |Main Hand HQ+1 = Electrum Ingot +1 x3 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Electrum Ingot x3 |Off Hand HQ+1 = Electrum Ingot x6 |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,460,,,,,An ingot of smelted electrum.,ge-item-pages
Electrum Lapidary Hammer,130626,2012-05-19T17:55:39Z,0,Electrum Lapidary Hammer,Goldsmith's Primary Tool,,48,,,,,,GSM,,97600,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,"{{Recipe |Name = Electrum Lapidary Hammer |Primary Skill = Blacksmithing |Primary Skill Level = 52 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Fire Crystal |Crystal 1 Amount = 1 |Crystal 2 = Earth Shard |Crystal 2 Amount = 3 |Ingredients = Cobalt Ingot, Cobalt Rivets, Rosewood Lumber, Tourmaline, Electrum Ingot |Main Hand NQ = Electrum Lapidary Hammer |Main Hand HQ+1 = Electrum Lapidary Hammer +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Electrum Lapidary Hammer |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,5390,Blacksmith,,,,,ge-item-pages
Electrum Monocle,413286,2012-05-16T19:07:50Z,0,Electrum Monocle,Eyewear,,,47,,All Classes,,,,,11120,,,White,20,,,,,,,,,,,,,,5,,,,,,,,4,,,,,,,,,,,,,Yes,Yes,,"{{Recipe | Name = Electrum Monocle | Primary Skill = Goldsmithing | Primary Skill Level = 51 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Fire Crystal |Crystal 1 Amount = 1 |Crystal 2 = Wind Shard |Crystal 2 Amount = 2 |Ingredients = Electrum Ingot, Clear Glass Lens, Brass Rings, Aquamarine |Main Hand NQ = Electrum Monocle |Main Hand HQ+1 = Electrum Monocle +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Electrum Monocle |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,4704,Goldsmith,37,,Magic Accuracy,,ge-item-pages
Electrum Needle,333986,2012-05-16T19:23:25Z,0,Electrum Needle,Weaver's Primary Tool,,48,,,,,,Weaver,,97600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,"{{Recipe |Name = Electrum Needle |Primary Skill = Goldsmithing |Primary Skill Level = 52 |Crystal 1 = Fire Crystal |Crystal 1 Amount = 1 |Crystal 2 = Wind Shard |Crystal 2 Amount = 2 |Ingredients = Electrum Ingot, Basilisk Whetstone |Main Hand NQ = Electrum Needle |Main Hand HQ+1 = Electrum Needle +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Electrum Needle |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,3528,Goldsmith,,,,,ge-item-pages
Electrum Nugget,89110,2012-05-18T01:03:17Z,1,Electrum Nugget,Unrefined Metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Electrum Nugget | Primary Skill = Goldsmithing | Primary Skill Level = 25 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = Smelting Training | Training 2 = | Guild Facilities = x |Crystal 1 = Fire Crystal |Crystal 1 Amount = 2 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Gold Ore, Gold Ore, Gold Ore, Silver Ore |Main Hand NQ = Electrum Nugget x12 |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }} {{Recipe | Name = Electrum Nugget | Primary Skill = Goldsmithing | Primary Skill Level = 24 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = Smelting Training | Training 2 = | Guild Facilities = x |Crystal 1 = Fire Crystal |Crystal 1 Amount = 1 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Gold Sand, Gold Sand, Gold Sand, Gold Sand, Silver Sand, Silver Sand |Main Hand NQ = Electrum Nugget x12 |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Electrum Nugget x12 |Off Hand HQ+1 = Electrum Nugget +1 x12 |Off Hand HQ+2 = |Off Hand HQ+3 = }} {{Recipe | Name = Electrum Nugget | Primary Skill = Goldsmithing | Primary Skill Level = 21 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = x |Crystal 1 = Fire Crystal |Crystal 1 Amount = 1 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Drake Collar |Main Hand NQ = Electrum Nugget x8 |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,,,,,,A small nugget of impure electrum.,ge-item-pages
Electrum Ore,378878,2012-07-06T15:53:01Z,0,Electrum Ore,Ore,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,132,,,,,A decent-sized piece of rock containing the precious metal electrum.,ge-item-pages
Electrum Plate,367670,2011-10-07T03:21:47Z,0,Electrum Plate,Metal Sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Recipe | Name = Electrum Plate | Primary Skill = Armorcraft | Primary Skill Level = 35 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Earth Crystal |Crystal 1 Amount = 1 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Electrum Ingot |Main Hand NQ = Electrum Plate x 1 |Main Hand HQ+1 = Electrum Plate x 2 |Main Hand HQ+2 = Electrum Plate x 3 |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }},99,,,,,,,,A sheet of hammered electrum.,ge-item-pages
Electrum Ring,193743,2012-07-20T21:34:29Z,0,Electrum Ring,Ring,1.21,47,,,All Classes,,,,,7590,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,No,Yes,,{{Recipe |Name = Electrum Ring |Primary Skill = Goldsmithing |Primary Skill Level = 51 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Simple Facilities = |Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 6 |Crystal 2 = Fire Shard |Crystal 2 Amount = 6 |Ingredients = Electrum Ingot |Main Hand NQ = Electrum Ring |Main Hand HQ+1 = Electrum Ring +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Electrum Ring |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }},,,,3072,Goldsmith,,,Accuracy,,ge-item-pages
Electrum Rings,453926,2012-07-17T09:53:58Z,0,Electrum Rings,Metal Wire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Electrum Rings |Primary Skill = Goldsmithing |Primary Skill Level = 44 |Crystal 1 = Fire Shard |Crystal 1 Amount = 4 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Electrum Ingot |Main Hand NQ = Electrum Rings x1 |Main Hand HQ+1 = Electrum Rings +1 x1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Electrum Rings x1 |Off Hand HQ+1 = Electrum Rings x2 |Off Hand HQ+2 = |Off Hand HQ+3 = }} {{Recipe |Name = Electrum Rings |Primary Skill = Goldsmithing |Primary Skill Level = 44 |Crystal 1 = Fire Shard |Crystal 1 Amount = 12 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Electrum Ingot, Electrum Ingot, Electrum Ingot |Main Hand NQ = Electrum Rings x3 |Main Hand HQ+1 = Electrum Rings +1 x3 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Electrum Rings x3 |Off Hand HQ+1 = Electrum Rings x6 |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,368,,,,,Tiny loops of electrum wire.,ge-item-pages
Electrum Scepter,273647,2012-05-16T18:47:03Z,0,Electrum Scepter,Thaumaturge's Arm,,43,,,,,,"THM, BLM",,107360,,,,,,30,3.0,1,,,100,,,,,,,17,7,,,,,,,,,,,,,,,,,,,,yes,yes,,"{{Recipe |Name = Electrum Scepter |Primary Skill = Goldsmithing |Primary Skill Level = 47 |Crystal 1 = Fire Shard |Crystal 1 Amount = 7 |Crystal 2 = Wind Shard |Crystal 2 Amount = 4 |Ingredients = Cobalt Ingot, Eye of Water, Electrum Ingot, Quicksilver |Main Hand NQ = Electrum Scepter |Main Hand HQ+1 = Electrum Scepter +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Electrum Scepter |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,5104,Goldsmith,,,Attack Magic Potency,,ge-item-pages
Electrum Shposhae Coffer Key,30071,2012-07-06T15:53:03Z,0,Electrum Shposhae Coffer Key,Miscellany,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,1,,,,,"A small, burnished key found in the subterranean caverns of Shposhae.",ge-item-pages
Electrum Square,143165,2011-10-07T02:13:56Z,1,Electrum Square,Metal Sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Electrum Square | Primary Skill = Armorcraft | Primary Skill Level = 36 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = Sheeting Training | Training 2 = | Guild Facilities = |Crystal 1 = Earth Crystal |Crystal 1 Amount = 1 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Electrum Nugget, Electrum Nugget, Electrum Nugget |Main Hand NQ = Electrum Square x12 |Main Hand HQ+1 = Electrum Square x16 |Main Hand HQ+2 = Electrum Square x20 |Main Hand HQ+3 = Electrum Square x24 |Off Hand NQ = Electrum Square x12 |Off Hand HQ+1 = Electrum Square +1 x12 |Off Hand HQ+2 = Electrum Square +2 x12 |Off Hand HQ+3 = Electrum Square +3 x12 }}",99,,,,,,,,"A thin, tiny plate of hammered electrum.",ge-item-pages
Electrum Wire,453827,2011-10-07T03:21:35Z,1,Electrum Wire,Metal Wire,,,,,All Classes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Electrum Wire |Primary Skill = Goldsmithing |Primary Skill Level = 35 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Fire Crystal |Crystal 1 Amount = 1 |Crystal 2 = Wind Shard |Crystal 2 Amount = 9 |Ingredients = Electrum Ingot, Electrum Ingot |Main Hand NQ = Electrum Wire x12 |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,,,,,,A thin strand of pliable electrum.,ge-item-pages
Electrum Wristlets,64642,2012-07-20T21:34:36Z,0,Electrum Wristlets,Bracelets,1.21,46,,,All Classes,,,,,7590,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,No,Yes,,"{{Recipe |Name = Electrum Wristlets |Primary Skill = Goldsmithing |Primary Skill Level = 50 |Crystal 1 = Wind Shard |Crystal 1 Amount = 6 |Crystal 2 = Fire Shard |Crystal 2 Amount = 6 |Ingredients = Electrum Ingot, Electrum Rings |Main Hand NQ = Electrum Wristlets |Main Hand HQ+1 = Electrum Wristlets +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Electrum Wristlets |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,3760,Goldsmith,,,MP,,ge-item-pages
Elixir,85533,2012-07-05T19:25:17Z,0,Elixir,Ether,1.21,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Elixir | Primary Skill = Alchemy | Primary Skill Level = 53 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = |Crystal 1 = Water Crystal |Crystal 1 Amount =3 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Ahriman Wing, Marjoram, Vampire Plant, Distilled Water |Main Hand NQ = Elixir x1 |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Elixir x1 |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,540,,,,,"This special blend of herbal extracts and aetheric essence rejuvinates body and mind, instantly restoring HP and MP.",ge-item-pages
Elm Axe Haft,483741,2012-05-19T15:48:36Z,1,Elm Axe Haft,Weapon Grip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name=Elm Axe Haft |Primary Skill = Carpentry |Primary Skill Level = 1 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Simple Facilities = |Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 5 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Elm Lumber, Linseed Oil |Main Hand NQ = Elm Axe Haft |Main Hand HQ+1 = Elm Axe Haft +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Elm Axe Haft |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,180,,,,,A thick axe haft made of elm.,ge-item-pages
Elm Baghnakh Grips,508854,2012-05-19T20:35:01Z,1,Elm Baghnakh Grips,Weapon Grip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Recipe |Name=Elm Baghnakh Grips |Primary Skill = Carpentry |Primary Skill Level = 8 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Simple Facilities = |Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 4 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Elm Lumber |Main Hand NQ = Elm Baghnakh Grips |Main Hand HQ+1 = Elm Baghnakh Grips +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Elm Baghnakh Grips |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }},99,,,45,,,,,A pair of smoothed baghnakh grips made of elm.,ge-item-pages
Elm Branch,448269,2012-05-05T23:14:00Z,1,Elm Branch,Raw Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,81,,,,,The thick branch of an elm tree.,ge-item-pages
Elm Cane,194035,2012-06-07T16:05:11Z,0,Elm Cane,Two-Handed Conjurer's Arm,,17,,,,,,"CNJ, WHM",,161040,,,,,,13,4.0,1,,,100,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,yes,yes,,"{{Recipe | Name = Elm Cane | Primary Skill = Carpentry | Primary Skill Level = 17 |Crystal 1 = Wind Shard |Crystal 1 Amount = 1 |Crystal 2 = Ice Shard |Crystal 2 Amount = 5 |Ingredients = Elm Log, Growth Formula Alpha |Main Hand NQ = Elm Cane |Main Hand HQ+1 = Elm Cane +1 |Off Hand NQ = Elm Cane |Off Hand HQ+1 = }}",,,,2520,Carpenter,,1,Magic Accuracy,,ge-item-pages
Elm Dagger Grip,87278,2012-05-19T20:38:04Z,1,Elm Dagger Grip,Weapon Grip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Recipe | Name = Elm Dagger Grip | Primary Skill = Carpentry | Primary Skill Level = 8 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 4 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Elm Lumber |Main Hand NQ = Elm Dagger Grip |Main Hand HQ+1 = Elm Dagger Grip +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Elm Dagger Grip |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }},99,,,180,,,,,"A small, polished piece of elm used as a dagger hilt.",ge-item-pages
Elm Fishing Rod,116886,2012-05-19T19:11:40Z,0,Elm Fishing Rod,Fisher's Primary Tool,,15,,,,,,FSH,,97600,Elm,,,,,,,1,,,100,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,yes,,"{{Recipe |Name = Elm Fishing Rod |Primary Skill = Carpentry |Primary Skill Level = 16 |Crystal 1 = Wind Shard |Crystal 1 Amount = 1 |Crystal 2 = Ice Shard |Crystal 2 Amount = 4 |Ingredients = Iron Ingot, Elm Lumber, Ash Branch |Main Hand NQ = Elm Fishing Rod |Main Hand HQ+1 = Elm Fishing Rod +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Elm Fishing Rod |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,1760,Carpenter,,1,,,ge-item-pages
Elm Hammer Grip,110814,2011-12-23T23:49:35Z,1,Elm Hammer Grip,Weapon Grip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Recipe |Name=Elm Hammer Grip |Primary Skill = Carpentry |Primary Skill Level = 17 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 6 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Elm Lumber |Main Hand NQ = Elm Hammer Grip |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Elm Hammer Grip |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }},99,,,180,,,1,,A smoothed hammer grip made of elm.,ge-item-pages
