mob_name,zone,map_coords,event_or_quest,level_range,drops,behavior_flags,source
Ossuary Almstaker,Western Thanalan,12-33,Two Sides to Every Chip,36,,A,ge-mob-pages
Pack Rat (1.x),Western La Noscea,,Send Them Packing,,,P,ge-mob-pages
Painted Ladybug,Western Thanalan,33-15,,,{{Drops|Name=Moko Grass||}},P,ge-mob-pages
Painted Ladybug,Cassiopeia Hollow,,,31 - 33,"{{Drops|Name=Moko Grass||}}, {{Drops|Name=Flax||}}, {{Drops|Name=Ladybug Elytron||}}",P,ge-mob-pages
Palemoon Parazuzu,Eastern La Noscea,,Wanted: Palemoon Parazuzu,,Coil of Rope,,ge-mob-pages
Peiste Familiar,Eastern La Noscea,40-17,The Price of Integrity,19,,A,ge-mob-pages
Phaia,Central Shroud,29-34,,47,"{{Drops|Name=Penance| 3|28}}, {{Drops|Name=Boar's Bane| 4|28}}, {{Drops|Name=Danburite Ring| 2|28}}, {{Drops|Name=Lapis Lazuli Ring|3|28}}, {{Drops|Name=Sunstone Ring| 1|28}}, {{Drops|Name=Fluorite Ring| 1|28}}, {{Drops|Name=Heliodor Ring| 1|1}}, {{Drops|Name=Malachite Ring| 0|28}}, {{Drops|Name=Sphene Ring| 1|28}}, {{Drops|Name=Crow Feather| 1|28}}, {{Drops|Name=Coerthas Carrot| 5|28}}, {{Drops|Name=Button Mushroom| 6|28}}, {{Drops|Name=Popoto| 7|28}}, {{Drops|Name=Black Truffle| 1|28}}, {{Drops|Name=Boar Hide| 3|28}}, {{Drops|Name=Aquamarine Ring| 2|28}}, {{Drops|Name=Goshenite Ring| 2|28}}",A,ge-mob-pages
Phantasma,North Shroud,,,,"{{Drops|Name=Hempen Fent||}},{{Drops|Name=Hempen Yarn||}},{{Drops|Name=Cotton Fent||}},{{Drops|Name=Undyed Cotton Cloth||}},{{Drops|Name=Undyed Hempen Cloth||}},{{Drops|Name=Bronze Swallowtail Arrowheads||}},{{Drops|Name=Marmot Meat||}},{{Drops|Name=Cotton Boll||}}",A,ge-mob-pages
Pharosfly,Eastern La Noscea,,,,,,ge-mob-pages
Phurble,Eastern La Noscea,40-27,,50 - 54,"{{Drops|Name=Snurble Tufts||}},{{Drops|Name=Straw||}}",P,ge-mob-pages
Phurble,Lower La Noscea,"33-37, 35-41",,55 - 59,"{{Drops|Name=Straw||}},{{Drops|Name=Snurble Tufts||}}",P,ge-mob-pages
Phurble,Central Shroud,27-40,,55 - 59,"{{Drops|Name=Straw||}},{{Drops|Name=Snurble Tufts||}}",P,ge-mob-pages
Phurble,West Shroud,5-36,,50 - 54,"{{Drops|Name=Snurble Tufts||}},{{Drops|Name=Straw||}}",P,ge-mob-pages
Phurble,Central Thanalan,"35-30, 32-36, 27-34",,55 - 59,"{{Drops|Name=Straw||}},{{Drops|Name=Snurble Tufts||}}",P,ge-mob-pages
Phurble,Northern Thanalan,22-18,,50 - 54,"{{Drops|Name=Snurble Tufts||}},{{Drops|Name=Straw||}}",P,ge-mob-pages
Phurble,Western Thanalan,9-23,,50 - 54,"{{Drops|Name=Snurble Tufts||}},{{Drops|Name=Straw||}}",P,ge-mob-pages
Plague Djigga,Eastern Thanalan,,Preventing the Plague,40-42,,A,ge-mob-pages
Plague Rat,Lower La Noscea,,Missing Teeth,,"{{Drops|Name=Rat Pelt|1|5}}, {{Drops|Name=Cloves||}}",P,ge-mob-pages
Plague Rat,Lower La Noscea,,A Beardful of Rats,,,P,ge-mob-pages
Plague Rat,Lower La Noscea,,My Very First Adventure,,,P,ge-mob-pages
Plague Rat,Western La Noscea,,Wanted: Xha Viqqoh the Nibbler,,,P,ge-mob-pages
Plain Pudding,Mistbeard Cove,6-5,,40-44,"{{Drops|Name=Pudding Flesh|4|17}}, {{Drops|Name=Kukuru Bean|4|17}}, {{Drops|Name=Coal Tar|0|17}}, {{Drops|Name=Silver Dust|0|17}}, {{Drops|Name=Gold Stainsand|0|17}}",A,ge-mob-pages
Plain Pudding,The Tam-Tara Deepcroft,5-3,,44,"{{Drops|Name=Pudding Flesh||}}, {{Drops|Name=Kukuru Bean|1|1}}, {{Drops|Name=Coal Tar||}}, {{Drops|Name=Silver Dust||}}, {{Drops|Name=Gold Stainsand||}}",A,ge-mob-pages
Plain Pudding,Copperbell Mines,,,,"{{Drops|Name=Pudding Flesh||}}, {{Drops|Name=Kukuru Bean||}}, {{Drops|Name=Coal Tar||}}, {{Drops|Name=Silver Dust||}}, {{Drops|Name=Gold Stainsand||}}",,ge-mob-pages
Plains Footpad,Eastern La Noscea,"34-18, 37-25, 38-23, 35-17",,28-29,{{Drops|Name=Tallow Candle|Link=|0|1}},A,ge-mob-pages
Plains Footpad,Western Thanalan,34-14,,25-27,{{Drops|Name=Tallow Candle|Link=|0|1}},A,ge-mob-pages
Plains Footpad,Coerthas Eastern Lowlands,59-31,,,{{Drops|Name=Tallow Candle|Link=|0|1}},A,ge-mob-pages
Plains Footpad,South Shroud,43-47,,29,{{Drops|Name=Tallow Candle|Link=|0|1}},A,ge-mob-pages
Plains Rat,Western La Noscea,,,8 - 10,"{{Drops|Name=Bone Chip||}}, {{Drops|Name=Cloves||}}, {{Drops|Name=Rat Pelt||}}, {{Drops|Name=Rat Tail||}}",P,ge-mob-pages
Plasma Spark,East Shroud,,All Nine Ivies is a Stage,,,,ge-mob-pages
Plasmoid,Coerthas Central Highlands,27-16,,,,,ge-mob-pages
Plasmoid,Coerthas Eastern Lowlands,48-25,,,,,ge-mob-pages
Poison Flytrap,Western La Noscea,,Fearsome Foliage,,,,ge-mob-pages
Poisoned Peasant,The Aurum Vale,,,56,,A,ge-mob-pages
Popoto-opoto,South Shroud,38-45,,25,"{{Drops|Name=Faerie Apple|Link=|3|10}}, {{Drops|Name=Gridanian Chestnut|Link=|1|10}}, {{Drops|Name=Lalafellin Lentil|Link=|3|10}}, {{Drops|Name=Galago Mint|Link=|7|10}}",P,ge-mob-pages
Porcupine,Upper La Noscea,24-15,Moles vs the Pilgrims,,,P,ge-mob-pages
Prince of Pestilence,The Mun-Tuy Cellars,6-3,,47,"{{Drops|Name=Frostbite|0|2}}, {{Drops|Name=Seer's Cowl|0|2}}, {{Drops|Name=Peridot Bracelets|1|2}}, {{Drops|Name=Heliodor Bracelets|0|2}}, {{Drops|Name=Rat Tail|0|2}}, {{Drops|Name=Crow Feather|0|2}}, {{Drops|Name=Bone Chip|0|2}},",A,ge-mob-pages
Princess of Pestilence,Locke's Lie,,Skirmish,55,,A,ge-mob-pages
Prison Pteroc,The Thousand Maws of Toto-Rak,,,35,,A,ge-mob-pages
Prison Pudding,The Thousand Maws of Toto-Rak,,,35,,,ge-mob-pages
Pruned Roselet,Central Shroud,30-33,,34-37,"{{Drops|Name=Cotton Boll|Link= |2|6}}, {{Drops|Name=Flax|Link= |1|6}}, {{Drops|Name=Growth Formula Alpha|Link=|1|6}}",A,ge-mob-pages
Pteroc Matron,East Shroud,43-28,,27 - 31,"{{Drops|Name=Puk Wing|3|1}}, {{Drops|Name=Cotton Boll|0|1}}, {{Drops|Name=Bee Basket|0|1}}",P,ge-mob-pages
Pteroc Matron,Eastern Thanalan,,,,,,ge-mob-pages
Pteroc Matron,Coerthas Central Highlands,39-24,,,,,ge-mob-pages
Pteroctrap,West Shroud,33-17,,,,A,ge-mob-pages
Pugot,East Shroud,,,,,A,ge-mob-pages
Pugot,Mor Dhona,,,,,A,ge-mob-pages
Pugot,North Shroud,20-10,,,,A,ge-mob-pages
Puk (1.X),Eastern La Noscea,"37-25, 37-24, 23-36, 37-18",,20 - 24,"{{Drops|Name=Puk Wing||}}, {{Drops|Name=Cotton Boll||}}, {{Drops|Name=Cock Feather||}}",,ge-mob-pages
Puk Hatchling,Western La Noscea,"22-12, 22-14",,10 - 14,"{{Drops|Name=Puk Wing|5|38}}, {{Drops|Name=Puk Wing +1|Link=Puk Wing|1|38}}, {{Drops|Name=Cock Feather|8|38}}, {{Drops|Name=Cock Feather +1|Link=Cock Feather|1|38}}, {{Drops|Name=Swan Feather|0|38}}, {{Drops|Name=Cotton Boll|3|38}}, {{Drops|Name=Midge Basket|17|38}}",P,ge-mob-pages
Pukla Puki the Pomburner,Thornmarch,,A Feast of Fools,50,,A,ge-mob-pages
Pukna Pako the Tailturner,Thornmarch,,A Feast of Fools,50,,A,ge-mob-pages
Puksi Piko the Shaggysong,Thornmarch,,A Feast of Fools,50,,A,ge-mob-pages
Puroboros,Southern Thanalan,14-33,,,,A,ge-mob-pages
Puroboros,Northern Thanalan,10-28,,,,A,ge-mob-pages
Puroboros,Coerthas Central Lowlands,,,,,A,ge-mob-pages
Puroboros,Coerthas Western Highlands,11-14,,,,A,ge-mob-pages
Puroboros,Mor Dhona,,,,,A,ge-mob-pages
Pus Gnat,Nanawa Mines,4-5,,,,A,ge-mob-pages
Pus Gnat,Cassiopeia Hollow,,,28 - 29,"{{Drops|Name=Chicken Breast||}}, {{Drops|Name=Crow Feather||}}, {{Drops|Name=Gnat Wing||}}, {{Drops|Name=Rat Tail||}}",A,ge-mob-pages
Pus Gnat,The Tam-Tara Deepcroft,6-3,,40-43,"{{Drops|Name=Chicken Breast|0|8}}, {{Drops|Name=Crow Feather|1|8}}, {{Drops|Name=Gnat Wing|0|8}}, {{Drops|Name=Rat Tail|5|8}}",A,ge-mob-pages
Pus Gnat,Western Thanalan,20-36,,,{{Drops|Name=Bone Chip|2|2}},A,ge-mob-pages
Pygmy Dormouse,Central Shroud,Humblehearth,,37,"{{Drops|Name=Iron Acorn |0|0}}, {{Drops|Name=Buffalo Beans|0|0}}, {{Drops|Name=Almonds |0|0}}",P,ge-mob-pages
Pyrausta,Western Thanalan,7/8-30/31,,,"{{Drops|Name=Dodoskin Skirt|0|12}}, {{Drops|Name=Puk Wing|10|12}}, {{Drops|Name=Cotton Boll|6|12}}, {{Drops|Name=Canvas Slops|1|12}}, {{Drops|Name=Canvas Shepherd's Slops|1|12}}, {{Drops|Name=Crow Feather|9|12}}, {{Drops|Name=Cotton Trousers|2|12}}, {{Drops|Name=Howling Talons|2|14}}, {{Drops|Name=Velveteen Bottom|1|12}}, {{Drops|Name=Velveteen Tights|5|12}}, {{Drops|Name=Velveteen Sarouel|5|12}},",,ge-mob-pages
Qiqirn Beater,Central Shroud,29-39,,,,P,ge-mob-pages
Qiqirn Egg Hunter,Eastern La Noscea,32-28,,35 - 39,,P,ge-mob-pages
Qiqirn Goon,Western Thanalan,,Operation: Bloody Side Up,,"{{Drops|Name=Peperoon Fate-die||}}, {{Drops|Name=Ququroon Doom-die||}}, {{Drops|Name=Gagaroon Luck-die||}}",P,ge-mob-pages
Qiqirn Mercenary,Western La Noscea,,,,,,ge-mob-pages
Qiqirn Mercenary,East Shroud,,,,,,ge-mob-pages
Qiqirn Mercenary,Western Thanalan,,,,,,ge-mob-pages
Qiqirn Mercenary,Southern Thanalan,,,,,,ge-mob-pages
Qiqirn Mercenary,Northern Thanalan,9-17,,,,,ge-mob-pages
Qiqirn Poacher,Mistbeard Cove,7-5,,45-49,"{{Drops|Name=Gagaroon Luck-die|0|3}},{{Drops|Name=Cock Feather|2|3}}",P,ge-mob-pages
Qiqirn Scrambler,Copperbell Mines,3-5,,50-52,"{{Drops|Name=Rolanberry|link=|3|11}}, {{Drops|Name=Gagaroon Luck-die|link=|4|11}}, {{Drops|Name=Ququroon Doom-die|link=|1|11}}, {{Drops|Name=Peperoon Fate-die|link=|1|11}}, {{Drops|Name=Cock Feather|link=|1|11}}",P,ge-mob-pages
Qiqirn Scrambler,Mor Dhona,,,,,,ge-mob-pages
Qiqirn Scrambler,Northern Thanalan,13-27,,,,,ge-mob-pages
Qiqirn Shirrer,South Shroud,46-48,A Song of Bards and Bowmen,34,"{{Drops|Name=Ququroon Doom-die|2|4}}, {{Drops|Name=Peperoon Fate-die|1|4}}, {{Drops|Name=Cock Feather|1|4}}",,ge-mob-pages
Quartz Doblyn,Southern Thanalan,,,40-49,"{{Drops|Name=Mythril Ore|Link=|1|100}}, {{Drops|Name=Copper Ore|Link=|33|100}}, {{Drops|Name=Obsidian|Link=|42|100}}, {{Drops|Name=Silver Ore|Link=|21|100}}, {{Drops|Name=Zinc Ore|Link=|47|100}}, {{Drops|Name=Wyvern Obsidian|Link=|12|100}}",P,ge-mob-pages
Queen Bolete,South Shroud,36-50,,36,"{{Drops|Name=Canvas Acton (Auburn)|0|18}}, {{Drops|Name=Canvas Tabard|0|18}}, {{Drops|Name=Cotton Boll|5|18}}, {{Drops|Name=Chestnut Log|0|18}}, {{Drops|Name=Leather Jacket (Black)|0|18}}, {{Drops|Name=Eternal Shade|1|18}}, {{Drops|Name=Toadskin Jacket|2|18}}, {{Drops|Name=Velveteen Coatee|5|18}}, {{Drops|Name=Kukuru Bean|2|18}}, {{Drops|Name=Buffalo Beans|5|18}}, {{Drops|Name=Cotton Halfrobe|1|18}}, {{Drops|Name=Velveteen Shirt|1|18}}, {{Drops|Name=Shriekshroom|5|18}}",P,ge-mob-pages
Queen Gougou,West Shroud,39-16,,55,"{{Drops|Name=Ruby Tomato|Link=|1|1}}, {{Drops|Name=Ramhorn Zucchini|Link=|2|1}}, {{Drops|Name=Unmarked Keystone|Link=|0|1}}",P,ge-mob-pages
Quicksand Peiste,Cutter's Cry,,,56,,A,ge-mob-pages
Rabid Coywolf,Central Shroud,,Dendrological Duties,,,A,ge-mob-pages
Rabid Dodo,Eastern Thanalan,Drybone,Best Flower Ever,10,"{{Drops|Name=Dodo Egg |Link=|1|6}}, {{Drops|Name=Dodo Tenderloin|Link=|2|6}}, {{Drops|Name=Paprika |Link=|1|6}}",P,ge-mob-pages
Rabid Jackal,Lower La Noscea,,,,,A,ge-mob-pages
Ragged Hippocerf,Western La Noscea,4-18,International Relations,43-44,,A,ge-mob-pages
Raging Ram,Lower La Noscea,,Unsavory Ramifications,,,P,ge-mob-pages
Rainbow Basilisk,Mor Dhona,,,,,A,ge-mob-pages
Ranig'oh,Zahar'ak,,,56,"{{Drops|Name=Silver Zahar'ak Coffer Key|Link=|0|0}}, {{Drops|Name=Drake Scales|Link=|0|0}}",A,ge-mob-pages
Raptor Poacher,North Shroud,,Open Season,40-52,{{Drops|Name=Chocobo Feather|1|2}},,ge-mob-pages
Raptor Poacher,Central Shroud,,The Goodwill Traders,30-42,"{{Drops|Name=Leather Hunting Vest|2|4}}, {{Drops|Name=Nutmeg|2|4}}",,ge-mob-pages
Rat Mole,Lower La Noscea,,Mole Patrol,,,P,ge-mob-pages
Ravenous Billygoat,Upper La Noscea,15-14,,39 - 42,"{{Drops|Name=Aldgoat Milk||}}, {{Drops|Name=Aldgoat Skin||}}, {{Drops|Name=Aldgoat Horn||}}",P,ge-mob-pages
Ravenous Billygoat,Lower La Noscea,,,,"{{Drops|Name=Aldgoat Milk||}}, {{Drops|Name=Aldgoat Skin||}}, {{Drops|Name=Aldgoat Horn||}}, {{Drops|Name=Sagolii Sage||}}, {{Drops|Name=Cieldalaes Spinach||}}",P,ge-mob-pages
Ravenous Billygoat,Eastern La Noscea,,,,"{{Drops|Name=Aldgoat Milk||}}, {{Drops|Name=Aldgoat Skin||}}, {{Drops|Name=Aldgoat Horn||}}",P,ge-mob-pages
Ravenous Billygoat,Eastern Thanalan,,,,"{{Drops|Name=Aldgoat Milk||}}, {{Drops|Name=Aldgoat Skin||}}, {{Drops|Name=Aldgoat Horn||}}, {{Drops|Name=Thanalan Tea Leaves||}}",P,ge-mob-pages
Ravenous Billygoat,Western Thanalan,,,,"{{Drops|Name=Aldgoat Milk||}}, {{Drops|Name=Aldgoat Skin||}}, {{Drops|Name=Aldgoat Horn||}}, {{Drops|Name=Thanalan Tea Leaves||}}",P,ge-mob-pages
Ravenous Billygoat,Southern Thanalan,41-36,,40-44,"{{Drops|Name=Aldgoat Chuck|5|9}}, {{Drops|Name=Aldgoat Skin|2|9}}, {{Drops|Name=Aldgoat Horn|1|9}}, {{Drops|Name=Mudstone|3|9}}, {{Drops|Name=Rock Salt|2|9}}, {{Drops|Name=Cieldalaes Spinach|1|9}}",P,ge-mob-pages
Ravenous Billygoat,Northern Thanalan,16-21,,,"{{Drops|Name=Aldgoat Milk||}}, {{Drops|Name=Aldgoat Skin||}}, {{Drops|Name=Aldgoat Horn||}}, {{Drops|Name=Thanalan Tea Leaves||}}",P,ge-mob-pages
Ravenous Nannygoat,Upper La Noscea,15-14,,35 - 39,"{{Drops|Name=Aldgoat Milk||}}, {{Drops|Name=Aldgoat Skin||}}, {{Drops|Name=Aldgoat Horn||}}, {{Drops|Name=Sagolii Sage||}}, {{Drops|Name=Cieldalaes Spinach||}}",P,ge-mob-pages
Ravenous Nannygoat,Lower La Noscea,,,,"{{Drops|Name=Aldgoat Milk||}}, {{Drops|Name=Aldgoat Skin||}}, {{Drops|Name=Aldgoat Horn||}}, {{Drops|Name=Sagolii Sage||}}, {{Drops|Name=Cieldalaes Spinach||}}",P,ge-mob-pages
Ravenous Nannygoat,Western Thanalan,,,,"{{Drops|Name=Aldgoat Milk||}}, {{Drops|Name=Aldgoat Skin||}}, {{Drops|Name=Aldgoat Horn||}}, {{Drops|Name=Thanalan Tea Leaves||}}",P,ge-mob-pages
Razor Plume,The Howling Eye,,In for Garuda Wakening,,,A,ge-mob-pages
Razor Plume,The Howling Eye,,Taming the Tempest,,,A,ge-mob-pages
Razorback,Coerthas Western Highlands,16-12,,,,A,ge-mob-pages
Rebel,Eastern La Noscea,,To Catch a Thief,,,,ge-mob-pages
Recluse Hippogryph,The Dzemael Darkhold,,,52,{{Drops|Name=Hippogryph Sinew|Link=|0|0}},A,ge-mob-pages
Red Dewflower Sylph,South Shroud,,Operation: Sylph Stalkings,,{{Drops|Name=Sylphic Redleaf||}},,ge-mob-pages
Redhorn Ogre,Eastern Thanalan,"48-24, 47-22",,,"{{Drops|Name=Soiled Femur||}},{{Drops|Name=Silver Arrowheads||}},{{Drops|Name=Smoothed Stone||}}",A,ge-mob-pages
Redhorn Ogre,Northern Thanalan,18-15,,,"{{Drops|Name=Soiled Femur||}},{{Drops|Name=Silver Arrowheads||}},{{Drops|Name=Smoothed Stone||}}",A,ge-mob-pages
Redhorn Ogre,Western Thanalan,,,,"{{Drops|Name=Soiled Femur||}},{{Drops|Name=Silver Arrowheads||}},{{Drops|Name=Smoothed Stone||}}",A,ge-mob-pages
Redhorn Ogre,Coerthas Western Highlands,,,,"{{Drops|Name=Soiled Femur||}},{{Drops|Name=Silver Arrowheads||}},{{Drops|Name=Smoothed Stone||}}",A,ge-mob-pages
Redwing Ked,Upper La Noscea,21-10,,,,A,ge-mob-pages
Redwing Ked,Eastern Thanalan,46-31,,,,A,ge-mob-pages
Redwing Ked,Southern Thanalan,,,,,A,ge-mob-pages
Redwing Ked,East Shroud,,,,,A,ge-mob-pages
Redwing Ked,Central Shroud,,,,,A,ge-mob-pages
Redwing Ked,Coerthas Central Lowlands,27-44,,,,A,ge-mob-pages
Redwing Ked,Coerthas Eastern Highlands,56-14,,,,A,ge-mob-pages
Reef Angler,Lower La Noscea,,,,"{{Drops|Name=Orobon Liver||}},{{Drops|Name=Scallop Shell||}},{{Drops|Name=Miter Shell||}},{{Drops|Name=Hawksbill Shell||}}",A,ge-mob-pages
Reef Angler,Central Shroud,29-24,,,"{{Drops|Name=Orobon Liver||}},{{Drops|Name=Scallop Shell||}},{{Drops|Name=Miter Shell||}},{{Drops|Name=Hawksbill Shell||}}",A,ge-mob-pages
Reef Angler,Coerthas Eastern Lowlands,50-35,,,"{{Drops|Name=Orobon Liver||}},{{Drops|Name=Scallop Shell||}},{{Drops|Name=Miter Shell||}},{{Drops|Name=Hawksbill Shell||}}",A,ge-mob-pages
Remora (1.x),Shposhae,7-5,,15,"{{Drops|Name=Jellyfish Umbrella|3|56}}, {{Drops|Name=Black Sole|6|56}}, {{Drops|Name=Marmot Pelt|5|56}}, {{Drops|Name=Orobon Liver|15|56}}, {{Drops|Name=White Coral|8|56}}",A,ge-mob-pages
Revenant,Cassiopeia Hollow,,,30 - 34,"{{Drops|Name=Cotton Yarn||}},{{Drops|Name=Undyed Canvas||}},{{Drops|Name=Undyed Velveteen||}},{{Drops|Name=Velveteen Fent||}},{{Drops|Name=Canvas Fent||}}",A,ge-mob-pages
Revenant,Mistbeard Cove,5-6,,35 - 39,"{{Drops|Name=Cotton Yarn||}},{{Drops|Name=Undyed Canvas||}},{{Drops|Name=Undyed Velveteen||}},{{Drops|Name=Velveteen Fent||}},{{Drops|Name=Canvas Fent||}},{{Drops|Name=Black Sole||}}",A,ge-mob-pages
Ringtail,East Shroud,44-28,,,,P,ge-mob-pages
Ringtail Pteroc,South Shroud,,"Leaders of the Pack, Forsaken Sacs",,{{Drops|Name=Striped Tail||}},,ge-mob-pages
Ripe Shrieker,West Shroud,Silent Arbor,A Taste for Death,56,{{Drops|Name=Shriekshroom|Link=|1|1}},P,ge-mob-pages
Roadrunner,Central Thanalan,,,,"{{Drops|Name=Cockatrice Feather||}},{{Drops|Name=Dodo Egg||}},{{Drops|Name=Dodo Skin||}},{{Drops|Name=Dodo Tenderloin||}},{{Drops|Name=Earth Rock||}}",P,ge-mob-pages
Roadrunner,Southern Thanalan,,,,"{{Drops|Name=Cockatrice Feather||}},{{Drops|Name=Dodo Egg||}},{{Drops|Name=Dodo Skin||}},{{Drops|Name=Dodo Tenderloin||}},{{Drops|Name=Earth Rock||}}",P,ge-mob-pages
Roadside Bewitcher,Western Thanalan,Horizon's Edge,Caravan Security (Horizon's Edge),27,"{{Drops|Name=Aloe |0|0}}, {{Drops|Name=Buffalo Leather |0|0}}, {{Drops|Name=Effervescent Water|0|0}}, {{Drops|Name=Mineral Water |0|0}}",A,ge-mob-pages
Roadside Bludgeoner,Western Thanalan,Horizon's Edge,Caravan Security (Horizon's Edge),27,"{{Drops|Name=Aloe |0|0}}, {{Drops|Name=Buffalo Leather |0|0}}, {{Drops|Name=Effervescent Water|0|0}}, {{Drops|Name=Mineral Water |0|0}}",A,ge-mob-pages
Roadside Poacher,South Shroud,Tranquil Paths,Caravan Security (Tranquil Paths),27,"{{Drops|Name=Buffalo Hide |Link=|0|0}}, {{Drops|Name=Chocobo Feather |Link=|0|0}}, {{Drops|Name=Nutmeg |Link=|0|0}}, {{Drops|Name=Salted Butter |Link=|0|0}}, {{Drops|Name=Wildfowl Feather|Link=|0|0}}",A,ge-mob-pages
Roadside Stabber,Western Thanalan,Horizon's Edge,Caravan Security (Horizon's Edge),27,"{{Drops|Name=Aloe |0|0}}, {{Drops|Name=Buffalo Leather |0|0}}, {{Drops|Name=Effervescent Water|0|0}}, {{Drops|Name=Mineral Water |0|0}}",A,ge-mob-pages
Roadside Tracker,South Shroud,Tranquil Paths,Caravan Security (Tranquil Paths),27,"{{Drops|Name=Buffalo Hide |Link=|0|0}}, {{Drops|Name=Chocobo Feather |Link=|0|0}}, {{Drops|Name=Nutmeg |Link=|0|0}}, {{Drops|Name=Salted Butter |Link=|0|0}}, {{Drops|Name=Wildfowl Feather|Link=|0|0}}",A,ge-mob-pages
Roadside Trapper,South Shroud,Tranquil Paths,Caravan Security (Tranquil Paths),27,"{{Drops|Name=Buffalo Hide |Link=|0|0}}, {{Drops|Name=Chocobo Feather |Link=|0|0}}, {{Drops|Name=Nutmeg |Link=|0|0}}, {{Drops|Name=Salted Butter |Link=|0|0}}, {{Drops|Name=Wildfowl Feather|Link=|0|0}}",A,ge-mob-pages
Rock Crab,Mistbeard Cove,5-5,,40-44,"{{Drops|Name=Malm Kelp|0|1}},{{Drops|Name=Megalocrab Leg|1|1}},{{Drops|Name=Silver Fish Hook|0|1}},{{Drops|Name=Green Stainsand|0|1}},{{Drops|Name=Blue Stainsand|0|1}},{{Drops|Name=Green Megalocrab Shell|0|1}}",P,ge-mob-pages
Rorogun the Tailtamer,South Shroud,,Wanted: Rorogun the Tailtamer,,,,ge-mob-pages
Roselet,North Shroud,19-22,,10 - 14,"{{Drops|Name=Red Landtrap Leaf|1|1}}, {{Drops|Name=Cotton Boll||}}, {{Drops|Name=Dodo Skin||}}, {{Drops|Name=Growth Formula Alpha|1|8}},{{Drops|Name=Flax|1|1}}",A,ge-mob-pages
Roselet,South Shroud,45-50,,15 - 19,"{{Drops|Name=Red Landtrap Leaf|11|50}}, {{Drops|Name=Cotton Boll|11|50}}, {{Drops|Name=Dodo Skin|8|50}}, {{Drops|Name=Growth Formula Alpha|7|50}}, {{Drops|Name=Flax|7|50}},",A,ge-mob-pages
Roseling,Lower La Noscea,,,,"{{Drops|Name=Dodo Skin||}}, {{Drops|Name=Growth Formula Alpha||}}, {{Drops|Name=Flax||}}, {{Drops|Name=Cotton Boll||}}, {{Drops|Name=Red Landtrap Leaf||}}",A,ge-mob-pages
Roseling,Western La Noscea,,,15 - 18,"{{Drops|Name=Dodo Skin|6|39}}, {{Drops|Name=Growth Formula Alpha|3|39}}, {{Drops|Name=Flax|9|39}}, {{Drops|Name=Cotton Boll|8|39}}, {{Drops|Name=Red Landtrap Leaf|15|39}}",A,ge-mob-pages
Rotting Corpse,Mistbeard Cove,7-2,,45-48,"{{Drops|Name=Bat Fang|0|4}},{{Drops|Name=Bat Wing|0|4}},{{Drops|Name=Brass Plate|0|4}},{{Drops|Name=Bronze Arrow|12|4}},{{Drops|Name=Cotton Boll|0|4}},{{Drops|Name=Crow Fly|0|4}},{{Drops|Name=Flax|0|4}},{{Drops|Name=Iron Arrow|0|4}},{{Drops|Name=Iron Chain|0|4}},{{Drops|Name=Iron Plate|0|4}},{{Drops|Name=Obsidian|0|4}},{{Drops|Name=Red Coral|0|4}},{{Drops|Name=Silver Ore|0|4}}",A,ge-mob-pages
Rotting Corpse,West Shroud,,,,"{{Drops|Name=Bat Fang||}},{{Drops|Name=Bat Wing||}},{{Drops|Name=Bronze Arrow||}},{{Drops|Name=Cotton Boll||}},{{Drops|Name=Crow Fly||}},{{Drops|Name=Iron Chain||}},{{Drops|Name=Iron Plate||}},{{Drops|Name=Obsidian||}},{{Drops|Name=Red Coral||}},{{Drops|Name=Silver Ore||}}",,ge-mob-pages
Rotting Corpse,Eastern Thanalan,,,,"{{Drops|Name=Bat Fang||}},{{Drops|Name=Bat Wing||}},{{Drops|Name=Bronze Arrow||}},{{Drops|Name=Cotton Boll||}},{{Drops|Name=Crow Fly||}},{{Drops|Name=Iron Chain||}},{{Drops|Name=Iron Plate||}},{{Drops|Name=Obsidian||}},{{Drops|Name=Red Coral||}},{{Drops|Name=Silver Ore||}}",,ge-mob-pages
Rotting Corpse,Northern Thanalan,,,,"{{Drops|Name=Bat Fang||}},{{Drops|Name=Bat Wing||}},{{Drops|Name=Bronze Arrow||}},{{Drops|Name=Cotton Boll||}},{{Drops|Name=Crow Fly||}},{{Drops|Name=Iron Chain||}},{{Drops|Name=Iron Plate||}},{{Drops|Name=Obsidian||}},{{Drops|Name=Red Coral||}},{{Drops|Name=Silver Ore||}}",,ge-mob-pages
Rotting Corpse,Western Thanalan,9-24,,,"{{Drops|Name=Bat Fang||}},{{Drops|Name=Bat Wing||}},{{Drops|Name=Brass Plate||}},{{Drops|Name=Bronze Arrow||}},{{Drops|Name=Cotton Boll||}},{{Drops|Name=Crow Fly||}},{{Drops|Name=Flax||}},{{Drops|Name=Iron Arrow||}},{{Drops|Name=Iron Chain||}},{{Drops|Name=Iron Plate||}},{{Drops|Name=Obsidian||}},{{Drops|Name=Red Coral||}},{{Drops|Name=Silver Ore||}}",,ge-mob-pages
