record_index,capture,scenario_id,lane_index,frame_index,subevent_index,packet_index,record_in_packet,stream_offset,source_actor_id,destination_actor_id,target_marker,property_hash,value_width,value_hex,value_u_le,value_f32
5916,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,523,0,99,0,1,43723073,43723073,,0x0b99c876,2,4900,73,
5917,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,523,1,100,0,1,43723073,43723073,,0x620811c8,2,0a00,10,
5918,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,523,1,100,1,8,43723073,43723073,,0x8d974f1c,4,b11be150,1356929969,3.02135071e+10
5919,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,523,1,100,2,48,43723073,43723073,charaWork/commandDetailForSelf,0xc5829e10,1,01,1,
5920,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,524,2,101,0,1,1158679890,43723073,,0x0b99c876,2,d006,1744,
5921,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,528,0,102,0,1,43722707,43723073,,0x0b99c876,2,e506,1765,
5922,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,530,0,103,0,1,1158679890,43723073,,0x0b99c876,2,1907,1817,
5923,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,530,0,103,1,8,1158679890,43723073,,0x4232bcaa,2,0301,259,
5924,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,535,0,104,0,1,43722707,43723073,,0x0b99c876,2,1107,1809,
5925,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,535,0,104,1,8,43722707,43723073,,0x4232bcaa,2,0a02,522,
5926,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,535,1,105,0,1,43723073,43723073,,0x0b99c876,2,ad00,173,
5927,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,537,0,106,0,1,43722707,43723073,,0x0b99c876,2,2903,809,
5928,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,537,0,106,1,39,43722707,43723073,charaWork/stateAtQuicklyForAll,0x8c336da3,4,b61be150,1356929974,3.02135173e+10
5929,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,539,0,107,0,1,1158679889,43723073,,0x0b99c876,2,b004,1200,
5930,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,540,0,108,0,1,1158679890,43723073,,0x0b99c876,2,e507,2021,
5931,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,540,0,108,1,8,1158679890,43723073,,0x4232bcaa,2,c200,194,
5932,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,549,0,109,0,1,43722707,43723073,,0x8c336da3,4,ffffffff,4294967295,nan
5933,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,552,0,110,0,1,43723073,43723073,,0x0b99c876,2,1101,273,
5934,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,556,0,111,0,1,43723073,43723073,,0x0b99c876,2,b502,693,
5935,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,556,1,112,0,1,43723073,43723073,,0xc5829e10,1,00,0,
5936,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,559,0,113,0,1,1158679890,43723073,,0x0b99c876,2,6005,1376,
5937,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,559,0,113,1,8,1158679890,43723073,,0x4232bcaa,2,5100,81,
5938,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,559,0,113,2,46,1158679890,43723073,charaWork/stateAtQuicklyForAll,0x8c44e56b,4,d41be150,1356930004,3.02135788e+10
5939,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,567,0,114,0,1,43722707,43723073,,0x0b99c876,2,4503,837,
5940,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,567,0,114,1,8,43722707,43723073,,0x4232bcaa,2,e701,487,
5941,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,568,0,115,0,1,1158679889,43723073,,0x0b99c876,2,dc05,1500,
5942,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,573,0,116,0,1,43723073,43723073,,0x0b99c876,2,1903,793,
5943,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,578,0,117,0,1,43722707,43723073,,0x0b99c876,2,3f04,1087,
5944,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,581,0,118,0,1,43722707,43723073,,0x0b99c876,2,4503,837,
5945,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,583,1,119,0,1,43722707,43723073,,0x0b99c876,2,6703,871,
5946,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,583,1,119,1,8,43722707,43723073,,0x4232bcaa,2,bc01,444,
5947,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,583,2,120,0,1,1158679890,43723073,,0x0b99c876,2,8107,1921,
5948,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,583,2,120,1,8,1158679890,43723073,,0x4232bcaa,2,0300,3,
5949,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,589,0,121,0,1,43723073,43723073,,0x0b99c876,2,bd04,1213,
5950,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,589,1,122,0,1,43723073,43723073,,0xacc58f29,4,6a260000,9834,1.37803691e-41
5951,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,589,1,122,1,39,43723073,43723073,charaWork/battleStateForSelf,0xd6917eac,4,3484303e,1043366964,0.172379315
5952,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,593,0,123,0,1,1158679890,43723073,,0x0b99c876,2,2108,2081,
5953,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,593,0,123,1,8,1158679890,43723073,,0x4232bcaa,2,0000,0,
5954,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,593,0,123,2,46,1158679890,43723073,charaWork/stateAtQuicklyForAll,0x8c44e56b,4,ffffffff,4294967295,nan
5955,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,593,0,123,3,72,1158679890,43723073,charaWork/status,0x8e9c05be,1,04,4,
5956,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,601,26,124,0,1,43723073,43723073,,0x0b99c876,2,2105,1313,
5957,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,603,0,125,0,1,43722707,43723073,,0x0b99c876,2,8503,901,
5958,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,603,0,125,1,8,43722707,43723073,,0x4232bcaa,2,9601,406,
5959,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,605,0,126,0,1,1158679889,43723073,,0x0b99c876,2,0807,1800,
5960,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,617,1,127,0,1,43722707,43723073,,0x0b99c876,2,7f04,1151,
5961,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,617,2,128,0,1,43723073,43723073,,0x0b99c876,2,8505,1413,
5962,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,621,0,129,0,1,1158679889,43723073,,0x0b99c876,2,4707,1863,
5963,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,621,0,129,1,8,1158679889,43723073,,0x4232bcaa,2,1202,530,
5964,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,624,0,130,0,1,43723073,43723073,,0x0b99c876,2,2907,1833,
5965,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,626,0,131,0,1,43722707,43723073,,0x0b99c876,2,8503,901,
5966,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,629,0,132,0,1,1158679889,43723073,,0x0b99c876,2,9a08,2202,
5967,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,629,0,132,1,8,1158679889,43723073,,0x4232bcaa,2,a601,422,
5968,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,635,4,133,0,1,43723073,43723073,,0x0b99c876,2,8d07,1933,
5969,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,637,0,134,0,1,43723073,43723073,,0x0b99c876,2,a503,933,
5970,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,637,0,134,1,39,43723073,43723073,charaWork/stateAtQuicklyForAll,0xd5c5254a,4,c51be150,1356929989,3.0213548e+10
5971,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,637,1,135,0,1,43723073,43723073,,0x2dfbc13a,2,5300,83,
5972,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,637,1,135,1,8,43723073,43723073,,0x91cd44e7,2,a500,165,
5973,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,637,1,135,2,15,43723073,43723073,,0x8cae90db,2,af00,175,
5974,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,637,1,135,3,22,43723073,43723073,,0x1f3dacc5,2,aa00,170,
5975,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,637,1,135,4,55,43723073,43723073,charaWork/battleParameter,0x8d974f1c,4,c21be150,1356929986,3.02135419e+10
5976,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,637,1,135,5,95,43723073,43723073,charaWork/commandDetailForSelf,0x1cfc87ba,4,376a0000,27191,3.81027065e-41
5977,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,637,2,136,0,1,43723073,43723073,,0xb236fbae,4,0000803f,1065353216,1
5978,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,640,0,137,0,1,1158679889,43723073,,0x0b99c876,2,bd05,1469,
5979,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,640,0,137,1,8,1158679889,43723073,,0x4232bcaa,2,5101,337,
5980,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,640,0,137,2,46,1158679889,43723073,charaWork/stateAtQuicklyForAll,0x8c44e56b,4,df1be150,1356930015,3.02136013e+10
5981,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,650,0,138,0,1,43722707,43723073,,0x0b99c876,2,7f04,1151,
5982,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,650,1,139,0,1,43723073,43723073,,0x0b99c876,2,0904,1033,
5983,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,654,0,140,0,1,43723073,43723073,,0x01e244c5,4,f71be150,1356930039,3.02136504e+10
5984,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,654,1,141,0,1,43723073,43723073,,0x2dfbc13a,2,5300,83,
5985,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,654,1,141,1,8,43723073,43723073,,0x91cd44e7,2,a500,165,
5986,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,654,1,141,2,15,43723073,43723073,,0x8cae90db,2,af00,175,
5987,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,654,1,141,3,22,43723073,43723073,,0x1f3dacc5,2,aa00,170,
5988,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,654,1,141,4,55,43723073,43723073,charaWork/battleParameter,0x461773ff,2,3c00,60,
5989,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,654,1,141,5,62,43723073,43723073,charaWork/battleParameter,0xc642e791,4,f71be150,1356930039,3.02136504e+10
5990,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,656,0,142,0,1,1158679889,43723073,,0x0b99c876,2,0206,1538,
5991,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,656,0,142,1,8,1158679889,43723073,,0x4232bcaa,2,3b01,315,
5992,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,659,0,143,0,1,43722707,43723073,,0x0b99c876,2,bb04,1211,
5993,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,659,0,143,1,8,43722707,43723073,,0x4232bcaa,2,4901,329,
5994,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,662,0,144,0,1,1158679889,43723073,,0x0b99c876,2,2e07,1838,
5995,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,665,0,145,0,1,43722707,43723073,,0x0b99c876,2,b505,1461,
5996,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,666,0,146,0,1,1158679889,43723073,,0x0b99c876,2,7007,1904,
5997,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,666,0,146,1,8,1158679889,43723073,,0x4232bcaa,2,2601,294,
5998,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,667,0,147,0,1,43722707,43723073,,0x0b99c876,2,bb04,1211,
5999,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,670,2,148,0,1,43723073,43723073,,0x0b99c876,2,6d04,1133,
6000,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,670,2,148,1,8,43723073,43723073,,0x4232bcaa,2,ab02,683,
6001,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,670,2,148,2,46,43723073,43723073,charaWork/stateAtQuicklyForAll,0xd5c5254a,4,ffffffff,4294967295,nan
6002,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,670,2,148,3,55,43723073,43723073,charaWork/stateAtQuicklyForAll,0x01e244c5,4,ffffffff,4294967295,nan
6003,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,670,3,149,0,1,43723073,43723073,,0x2dfbc13a,2,5300,83,
6004,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,670,3,149,1,8,43723073,43723073,,0x91cd44e7,2,a500,165,
6005,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,670,3,149,2,15,43723073,43723073,,0x8cae90db,2,af00,175,
6006,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,670,3,149,3,22,43723073,43723073,,0x1f3dacc5,2,aa00,170,
6007,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,670,3,149,4,55,43723073,43723073,charaWork/battleParameter,0x3dd87222,2,1e00,30,
6008,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,670,3,149,5,62,43723073,43723073,charaWork/battleParameter,0x5272eae9,4,db1be150,1356930011,3.02135931e+10
6009,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,670,4,150,0,1,43723073,43723073,,0xc5829e10,1,01,1,
6010,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,670,4,150,1,31,43723073,43723073,charaWork/timingCommand,0x1cfc87ba,4,00000000,0,0
6011,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,670,4,150,2,40,43723073,43723073,charaWork/timingCommand,0xb236fbae,4,00000000,0,0
6012,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,675,0,151,0,1,1158679889,43723073,,0x0b99c876,2,1708,2071,
6013,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,675,0,151,1,8,1158679889,43723073,,0x4232bcaa,2,f100,241,
6014,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,675,0,151,2,46,1158679889,43723073,charaWork/stateAtQuicklyForAll,0x8c336da3,4,c21be150,1356929986,3.02135419e+10
6015,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,678,0,152,0,1,43722707,43723073,,0x4232bcaa,2,1b02,539,
6016,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,685,0,153,0,1,43723073,43723073,,0x0b99c876,2,f204,1266,
6017,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,685,0,153,1,39,43723073,43723073,charaWork/stateAtQuicklyForAll,0x6d5633b9,4,ffffffff,4294967295,nan
6018,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,689,3,154,0,1,1158679889,43723073,,0x8c336da3,4,ffffffff,4294967295,nan
6019,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,690,1,155,0,1,43723073,43723073,,0x0b99c876,2,9606,1686,
6020,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,692,0,156,0,1,43723073,43723073,,0xc5829e10,1,00,0,
6021,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,693,0,157,0,1,1158679889,43723073,,0x0b99c876,2,ae08,2222,
6022,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,693,0,157,1,8,1158679889,43723073,,0x4232bcaa,2,c100,193,
6023,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,697,0,158,0,1,43722707,43723073,,0x0b99c876,2,ea04,1258,
6024,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,697,0,158,1,8,43722707,43723073,,0x4232bcaa,2,df01,479,
6025,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,700,0,159,0,1,1158679889,43723073,,0x0b99c876,2,da09,2522,
6026,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,709,0,160,0,1,43723073,43723073,,0x0b99c876,2,ae02,686,
6027,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,709,0,160,1,39,43723073,43723073,charaWork/stateAtQuicklyForAll,0x6d5633b9,4,d31be150,1356930003,3.02135767e+10
6028,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,709,1,161,0,1,43723073,43723073,,0x2dfbc13a,2,5300,83,
6029,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,709,1,161,1,8,43723073,43723073,,0x91cd44e7,2,a500,165,
6030,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,709,1,161,2,15,43723073,43723073,,0x8cae90db,2,af00,175,
6031,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,709,1,161,3,22,43723073,43723073,,0x1f3dacc5,2,aa00,170,
6032,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,709,1,161,4,55,43723073,43723073,charaWork/battleParameter,0x8d974f1c,4,d01be150,1356930000,3.02135706e+10
6033,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,709,1,161,5,95,43723073,43723073,charaWork/commandDetailForSelf,0x1cfc87ba,4,376a0000,27191,3.81027065e-41
6034,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,709,2,162,0,1,43723073,43723073,,0xb236fbae,4,0000803f,1065353216,1
6035,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,715,0,163,0,1,1158679889,43723073,,0x0b99c876,2,270b,2855,
6036,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,715,0,163,1,8,1158679889,43723073,,0x4232bcaa,2,5700,87,
6037,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,716,0,164,0,1,43722707,43723073,,0x0b99c876,2,e405,1508,
6038,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,719,0,165,0,1,43722707,43723073,,0x0b99c876,2,2206,1570,
6039,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,719,0,165,1,8,43722707,43723073,,0x4232bcaa,2,9001,400,
6040,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,721,0,166,0,1,1158679889,43723073,,0x0b99c876,2,b80b,3000,
6041,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,722,0,167,0,1,43722707,43723073,,0x0b99c876,2,2805,1320,
6042,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,725,0,168,0,1,1158679889,43723073,,0x4232bcaa,2,2100,33,
6043,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,732,0,169,0,1,43723073,43723073,,0x0b99c876,2,5204,1106,
6044,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,732,1,170,0,1,43723073,43723073,,0xacc58f29,4,84280000,10372,1.45342677e-41
6045,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,732,1,170,1,39,43723073,43723073,charaWork/battleStateForSelf,0xd6917eac,4,d20f203e,1042288594,0.15631035
6046,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,739,26,171,0,1,1158679889,43723073,,0x4232bcaa,2,0000,0,
6047,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,739,26,171,1,39,1158679889,43723073,charaWork/stateAtQuicklyForAll,0x8c44e56b,4,ffffffff,4294967295,nan
6048,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,739,27,172,0,1,43723073,43723073,,0x0b99c876,2,f803,1016,
6049,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,742,0,173,0,1,43722707,43723073,,0x0b99c876,2,ce04,1230,
6050,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,743,0,174,0,1,1158679889,43723073,,0x8e9c05be,1,04,4,
6051,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,748,1,175,0,1,43723073,43723073,,0x0b99c876,2,9e03,926,
6052,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,751,0,176,0,1,43722707,43723073,,0x0b99c876,2,7404,1140,
6053,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,763,0,177,0,1,43723073,43723073,,0x0b99c876,2,4403,836,
6054,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,763,1,178,0,1,1158679876,43723073,,0x4f1c2de0,1,02,2,
6055,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,765,0,179,0,1,43722707,43723073,,0x0b99c876,2,1a04,1050,
6056,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,776,1,180,0,1,43723073,43723073,,0x0b99c876,2,ea02,746,
6057,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,776,1,180,1,39,43723073,43723073,charaWork/stateAtQuicklyForAll,0x6d5633b9,4,ffffffff,4294967295,nan
6058,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,776,2,181,0,1,43723073,43723073,,0x2dfbc13a,2,5300,83,
6059,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,776,2,181,1,8,43723073,43723073,,0x91cd44e7,2,a500,165,
6060,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,776,2,181,2,15,43723073,43723073,,0x8cae90db,2,af00,175,
6061,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,776,2,181,3,22,43723073,43723073,,0x1f3dacc5,2,aa00,170,
6062,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,779,0,182,0,1,43722707,43723073,,0x0b99c876,2,c003,960,
6063,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,779,0,182,1,8,43722707,43723073,,0x4232bcaa,2,9b01,411,
6064,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,789,0,183,0,1,43723073,43723073,,0x1cfc87ba,4,00000000,0,0
6065,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,789,0,183,1,10,43723073,43723073,,0xb236fbae,4,00000000,0,0
6066,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,791,0,184,0,1,1158679876,43723073,,0x1467992e,4,00000000,0,0
6067,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,791,0,184,1,10,1158679876,43723073,,0xd04a9224,4,00000000,0,0
